Ýþlem Tarihi;Açýklama;Ýþlem Tutarý;Yeni Bakiye
03.03.2025;BATCH VALOR ÇOZUM 21-01-2025 /000000001120365 P POS Satýþ          /01504362328;487,30;43770,49
03.03.2025;BATCH VALOR ÇOZUM 21-01-2025 /000000001120365 P POS Satýþ          /01504362342;9405,60;53176,09
04.03.2025;BATCH VALOR ÇOZUM 22-01-2025 /000000001120365 P POS Satýþ          /01505161791;3048,00;56224,09
05.03.2025;BATCH VALOR ÇOZUM 23-01-2025 /000000001120365 P POS Satýþ          /01505966958;65,00;56289,09
05.03.2025;BATCH VALOR ÇOZUM 23-01-2025 /000000001120365 P POS Satýþ          /01505966946;357,40;56646,49
05.03.2025;BATCH VALOR ÇOZUM 23-01-2025 /000000001120365 P POS Satýþ          /01505966957;8194,62;64841,11
05.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 'DAN Virman , Yapý ve Kredi Ban;69000,00;133841,11
05.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ 'DAN ZÝRAAT HESABINDAN HALKB;37000,00;170841,11
05.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC./ZiRAAT MOBiL EFT ZÝRAAT HESABINDAN HALK;330000,00;500841,11
05.03.2025;AYTUR TURÝZM VE TÝCARET LTD.ÞTÝ.        /CARÝ HESABA MAHSUBEN;198802,39;699643,50
06.03.2025;BATCH VALOR ÇOZUM 24-01-2025 /000000001120365 P POS Satýþ          /01506781421;2787,81;702431,31
07.03.2025;BATCH VALOR ÇOZUM 25-01-2025 /000000001120365 P POS Satýþ          /01507608911;16,00;702447,31
07.03.2025;BATCH VALOR ÇOZUM 25-01-2025 /000000001120365 P POS Satýþ          /01507608896;84,20;702531,51
07.03.2025;BATCH VALOR ÇOZUM 25-01-2025 /000000001120365 P POS Satýþ          /01507608899;406,80;702938,31
07.03.2025;BATCH VALOR ÇOZUM 25-01-2025 /000000001120365 P POS Satýþ          /01507608900;1500,00;704438,31
08.03.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAMAAÞ                             2024 ÞUBAT;-484866,07;219572,24
09.03.2025;BATCH VALOR ÇOZUM 27-01-2025 /000000001120365 P POS Satýþ          /01509083463;21183,23;240755,47
10.03.2025;BATCH VALOR ÇOZUM 28-01-2025 /000000001120365 P POS Satýþ          /01509906243;1500,00;242255,47
10.03.2025;BATCH VALOR ÇOZUM 28-01-2025 /000000001120365 P POS Satýþ          /01509906246;7180,00;249435,47
10.03.2025;BATCH VALOR ÇOZUM 28-01-2025 /000000001120365 P POS Satýþ          /01509906244;20464,00;269899,47
10.03.2025;BATCH VALOR ÇOZUM 28-01-2025 /000000001120365 P POS Satýþ          /01509906245;34300,00;304199,47
10.03.2025;MEHMET ÖZKAN HUZUR HAKKI ÖDEMESÝ;-20000,00;284199,47
10.03.2025;ELVAN KARAKAN STAJYER ÜCRETÝ;-11052,35;273147,12
11.03.2025;BATCH VALOR ÇOZUM 29-01-2025 /000000001120365 P POS Satýþ          /01510710909;256,02;273403,14
11.03.2025;BATCH VALOR ÇOZUM 29-01-2025 /000000001120365 P POS Satýþ          /01510710917;4619,43;278022,57
12.03.2025;BATCH VALOR ÇOZUM 30-01-2025 /000000001120365 P POS Satýþ          /01511539146;116,00;278138,57
12.03.2025;BATCH VALOR ÇOZUM 30-01-2025 /000000001120365 P POS Satýþ          /01511539155;36274,43;314413,00
13.03.2025;7441562300            ,CK Akdeniz Elektr,OTM ÖDEME,744795932395;-34420,00;279993,00
14.03.2025;BATCH VALOR ÇOZUM 01-02-2025 /000000001120365 P POS Satýþ          /01513559241;468,00;280461,00
15.03.2025;BATCH VALOR ÇOZUM 02-02-2025 /000000001120365 P POS Satýþ          /01514379217;6299,10;286760,10
16.03.2025;BATCH VALOR ÇOZUM 03-02-2025 /000000001120365 P POS Satýþ          /01515066562;7942,00;294702,10
16.03.2025;BATCH VALOR ÇOZUM 03-02-2025 /000000001120365 P POS Satýþ          /01515066550;10000,00;304702,10
17.03.2025;BATCH VALOR ÇOZUM 04-02-2025 /000000001120365 P POS Satýþ          /01515873416;660,00;305362,10
17.03.2025;BATCH VALOR ÇOZUM 04-02-2025 /000000001120365 P POS Satýþ          /01515873419;681,38;306043,48
17.03.2025;BATCH VALOR ÇOZUM 04-02-2025 /000000001120365 P POS Satýþ          /01515873418;4130,52;310174,00
17.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC/HALKBANK HESABINA;183000,00;493174,00
17.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ 'DAN ZÝRAAT HESABINDAN HALKB;34000,00;527174,00
17.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ 'DAN ZÝRAAT HESABINDAN HALKB;81000,00;608174,00
17.03.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,TR280001000704732321135004;-300000,00;308174,00
17.03.2025;4988520000486642 KREDÝ KARTI OTOMATÝK VÝRMAN;-265087,68;43086,32
17.03.2025;9927702875            ,Türk Telekom (Mob,OTM ÖDEME,20251931770196;-2186,25;40900,07
17.03.2025;1807476754            ,Türk Telekom (Ýnt,OTM ÖDEME,0002025022164030;-704,00;40196,07
18.03.2025;BATCH VALOR ÇOZUM 05-02-2025 /000000001120365 P POS Satýþ          /01516671125;12,00;40208,07
18.03.2025;BATCH VALOR ÇOZUM 05-02-2025 /000000001120365 P POS Satýþ          /01516671119;1526,29;41734,36
18.03.2025;BATCH VALOR ÇOZUM 05-02-2025 /000000001120365 P POS Satýþ          /01516671112;2414,95;44149,31
18.03.2025;BATCH VALOR ÇOZUM 05-02-2025 /000000001120365 P POS Satýþ          /01516671109;8499,53;52648,84
18.03.2025;2425138920            ,Türk Telekom(Tele,OTM ÖDEME,0002025020001694;-155,00;52493,84
19.03.2025;BATCH VALOR ÇOZUM 06-02-2025 /000000001120365 P POS Satýþ          /01517461630;275,00;52768,84
19.03.2025;BATCH VALOR ÇOZUM 06-02-2025 /000000001120365 P POS Satýþ          /01517461647;759,75;53528,59
19.03.2025;BATCH VALOR ÇOZUM 06-02-2025 /000000001120365 P POS Satýþ          /01517461629;776,75;54305,34
19.03.2025;BATCH VALOR ÇOZUM 06-02-2025 /000000001120365 P POS Satýþ          /01517461637;2380,00;56685,34
20.03.2025;BATCH VALOR ÇOZUM 07-02-2025 /000000001120365 P POS Satýþ          /01518244752;5000,00;61685,34
20.03.2025;BATCH VALOR ÇOZUM 07-02-2025 /000000001120365 P POS Satýþ          /01518244749;5786,80;67472,14
20.03.2025;BATCH VALOR ÇOZUM 07-02-2025 /000000001120365 P POS Satýþ          /01518244751;7028,00;74500,14
21.03.2025;BATCH VALOR ÇOZUM 08-02-2025 /000000001120365 P POS Satýþ          /01519052293;3820,00;78320,14
21.03.2025;2425131303            ,Türk Telekom(Tele,OTM ÖDEME,0002025020001693;-199,50;78120,64
22.03.2025;BATCH VALOR ÇOZUM 09-02-2025 /000000001120365 P POS Satýþ          /01519865789;628,75;78749,39
22.03.2025;BATCH VALOR ÇOZUM 09-02-2025 /000000001120365 P POS Satýþ          /01519865788;1031,40;79780,79
23.03.2025;BATCH VALOR ÇOZUM 10-02-2025 /000000001120365 P POS Satýþ          /01520538558;330,00;80110,79
23.03.2025;BATCH VALOR ÇOZUM 10-02-2025 /000000001120365 P POS Satýþ          /01520538557;6600,00;86710,79
23.03.2025;BATCH VALOR ÇOZUM 10-02-2025 /000000001120365 P POS Satýþ          /01520538570;8636,00;95346,79
24.03.2025;BATCH VALOR ÇOZUM 11-02-2025 /000000001120365 P POS Satýþ          /01521353587;165,00;95511,79
24.03.2025;BATCH VALOR ÇOZUM 11-02-2025 /000000001120365 P POS Satýþ          /01521353584;552,00;96063,79
24.03.2025;BATCH VALOR ÇOZUM 11-02-2025 /000000001120365 P POS Satýþ          /01521353586;1318,00;97381,79
24.03.2025;BATCH VALOR ÇOZUM 11-02-2025 /000000001120365 P POS Satýþ          /01521353588;1777,90;99159,69
25.03.2025;BATCH VALOR ÇOZUM 12-02-2025 /000000001120365 P POS Satýþ          /01522142700;540,00;99699,69
25.03.2025;BATCH VALOR ÇOZUM 12-02-2025 /000000001120365 P POS Satýþ          /01522142701;4455,76;104155,45
26.03.2025;BATCH VALOR ÇOZUM 13-02-2025 /000000001120365 P POS Satýþ          /01522951507;40,00;104195,45
26.03.2025;BATCH VALOR ÇOZUM 13-02-2025 /000000001120365 P POS Satýþ          /01522951523;862,05;105057,50
26.03.2025;BATCH VALOR ÇOZUM 13-02-2025 /000000001120365 P POS Satýþ          /01522951518;1395,00;106452,50
26.03.2025;BATCH VALOR ÇOZUM 13-02-2025 /000000001120365 P POS Satýþ          /01522951502;1450,00;107902,50
26.03.2025;BATCH VALOR ÇOZUM 13-02-2025 /000000001120365 P POS Satýþ          /01522951506;29095,00;136997,50
26.03.2025;POSH/20250326/000000001120365/WB10 E P POS Satýþ                /000001556654129;500,00;137497,50
26.03.2025;POSH/20250326/000000001120365/WB10 E P ÜÝY Komisyon             /000001556654129;-17,70;137479,80
27.03.2025;585999                ,Antalya Su       ,OTM ÖDEME,235640178  -500;-2454,97;135024,83
27.03.2025;BATCH VALOR ÇOZUM 14-02-2025 /000000001120365 P POS Satýþ          /01523762201;124,00;135148,83
27.03.2025;BATCH VALOR ÇOZUM 14-02-2025 /000000001120365 P POS Satýþ          /01523762199;572,00;135720,83
27.03.2025;BATCH VALOR ÇOZUM 14-02-2025 /000000001120365 P POS Satýþ          /01523762210;600,00;136320,83
27.03.2025;BATCH VALOR ÇOZUM 14-02-2025 /000000001120365 P POS Satýþ          /01523762202;25580,00;161900,83
28.03.2025;BATCH VALOR ÇOZUM 15-02-2025 /000000001120365 P POS Satýþ          /01524611291;15,80;161916,63
28.03.2025;BATCH VALOR ÇOZUM 15-02-2025 /000000001120365 P POS Satýþ          /01524611324;32,00;161948,63
28.03.2025;BATCH VALOR ÇOZUM 15-02-2025 /000000001120365 P POS Satýþ          /01524611287;546,00;162494,63
28.03.2025;BATCH VALOR ÇOZUM 15-02-2025 /000000001120365 P POS Satýþ          /01524611290;6370,98;168865,61
28.03.2025;BATCH VALOR ÇOZUM 15-02-2025 /000000001120365 P POS Satýþ          /01524611288;9265,27;178130,88
28.03.2025;ALANYA ÖZKAN KIRTASÝYE.MAT.YAY.ÝNÞ.TÝC.L/AKBANK TAN HALKBANK A EFT;113350,00;291480,88
28.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 'DAN Virman , Yapý ve Kredi Ban;86700,00;378180,88
28.03.2025;ALANYA ÖZKAN KIRTASÝYE MATBAACILIK YAYIN/ALBARAKA DAN HALKBANK A EFT;250000,00;628180,88
28.03.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC./ZiRAAT MOBiL EFT ZÝRAAT HESABINDAN HALK;200000,00;828180,88
29.03.2025;BATCH VALOR ÇOZUM 16-02-2025 /000000001120365 P POS Satýþ          /01525478051;200,00;828380,88
30.03.2025;BATCH VALOR ÇOZUM 17-02-2025 /000000001120365 P POS Satýþ          /01526189916;15,00;828395,88
30.03.2025;BATCH VALOR ÇOZUM 17-02-2025 /000000001120365 P POS Satýþ          /01526189902;4156,52;832552,40
31.03.2025;BATCH VALOR ÇOZUM 18-02-2025 /000000001120365 P POS Satýþ          /01527020914;168,00;832720,40
31.03.2025;BATCH VALOR ÇOZUM 18-02-2025 /000000001120365 P POS Satýþ          /01527020916;1040,00;833760,40
