Ýþlem Tarihi;Açýklama;Ýþlem Tutarý;Yeni Bakiye
08.07.2025;KKIV/20250528/000000001120365/P POS Satýþ                       /000001609801352;21,20;699155,71
08.07.2025;KKIV/20250528/000000001120365/P POS Satýþ                       /000001609801354;194,80;699350,51
08.07.2025;KKIV/20250528/000000001120365/P POS Satýþ                       /000001609801367;233,20;699583,71
08.07.2025;KKIV/20250528/000000001120365/P POS Satýþ                       /000001609801351;417,50;700001,21
08.07.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAMAAÞ                             2025 HAZÝRAN;-487200,82;212800,39
09.07.2025;KKIV/20250529/000000001120365/P POS Satýþ                       /000001610718699;378,40;213178,79
09.07.2025;KKIV/20250529/000000001120365/P POS Satýþ                       /000001610718700;2037,50;215216,29
09.07.2025;KKIV/20250529/000000001120365/P POS Satýþ                       /000001610718701;3000,00;218216,29
10.07.2025;KKIV/20250530/000000001120365/P POS Satýþ                       /000001611628896;25000,00;243216,29
11.07.2025;7441562300            ,CK Akdeniz Elektr,OTM ÖDEME,744773267829;-46125,00;197091,29
12.07.2025;KKIV/20250601/000000001120365/P POS Satýþ                       /000001613860853;16,00;197107,29
12.07.2025;KKIV/20250601/000000001120365/P POS Satýþ                       /000001613860852;2000,00;199107,29
13.07.2025;KKIV/20250602/000000001120365/P POS Satýþ                       /000001614643222;450,00;199557,29
13.07.2025;KKIV/20250602/000000001120365/P POS Satýþ                       /000001614643206;2402,79;201960,08
13.07.2025;KKIV/20250602/000000001120365/P POS Satýþ                       /000001614643210;13754,27;215714,35
14.07.2025;KKIV/20250603/000000001120365/P POS Satýþ                       /000001615586486;247,50;215961,85
14.07.2025;KKIV/20250603/000000001120365/P POS Satýþ                       /000001615586485;1899,90;217861,75
15.07.2025;KKIV/20250604/000000001120365/P POS Satýþ                       /000001616555484;9122,25;226984,00
15.07.2025;KKIV/20250604/000000001120365/P POS Satýþ                       /000001616555498;10000,00;236984,00
16.07.2025;KKIV/20250605/000000001120365/P POS Satýþ                       /000001617566409;517,00;237501,00
16.07.2025;KKIV/20250605/000000001120365/P POS Satýþ                       /000001617566411;2000,00;239501,00
16.07.2025;KKIV/20250605/000000001120365/P POS Satýþ                       /000001617566408;2508,00;242009,00
16.07.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 'DAN HALKBANK HESABINA VÝRMAN ,;25000,00;267009,00
16.07.2025;4988520000486642 Kredi Kart Odeme;-263098,65;3910,35
16.07.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 'DAN HALKBANK HESABINA VÝRMAN ,;95000,00;98910,35
16.07.2025;9927702875            ,Türk Telekom (Mob,OTM ÖDEME,20252004966513;-3516,25;95394,10
16.07.2025;1807476754            ,Türk Telekom (Ýnt,OTM ÖDEME,0002025066829245;-704,00;94690,10
17.07.2025;HAVALE-CARI HESABA MAHSUBEN;154636,70;249326,80
18.07.2025;2425131303            ,Türk Telekom(Tele,OTM ÖDEME,0002025060024761;-153,25;249173,55
18.07.2025;2425138920            ,Türk Telekom(Tele,OTM ÖDEME,0002025060024762;-153,25;249020,30
21.07.2025;KKIV/20250610/000000001120365/P POS Satýþ                       /000001621046371;62,40;249082,70
21.07.2025;KKIV/20250610/000000001120365/P POS Satýþ                       /000001621046379;405,00;249487,70
21.07.2025;KKIV/20250610/000000001120365/P POS Satýþ                       /000001621046375;2840,00;252327,70
21.07.2025;KKIV/20250610/000000001120365/P POS Satýþ                       /000001621046372;3988,75;256316,45
21.07.2025;KKIV/20250610/000000001120365/P POS Satýþ                       /000001621046374;7877,97;264194,42
22.07.2025;KKIV/20250611/000000001120365/P POS Satýþ                       /000001621941145;3837,81;268032,23
22.07.2025;KKIV/20250611/000000001120365/P POS Satýþ                       /000001621941150;15500,00;283532,23
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622848000;48,00;283580,23
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847989;611,50;284191,73
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622848014;800,00;284991,73
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847992;985,00;285976,73
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847987;999,00;286975,73
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847988;1364,00;288339,73
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847990;12675,29;301015,02
23.07.2025;KKIV/20250612/000000001120365/P POS Satýþ                       /000001622847991;15430,62;316445,64
24.07.2025;KKIV/20250613/000000001120365/P POS Satýþ                       /000001623760637;605,00;317050,64
24.07.2025;KKIV/20250613/000000001120365/P POS Satýþ                       /000001623760623;1101,90;318152,54
24.07.2025;KKIV/20250613/000000001120365/P POS Satýþ                       /000001623760624;1200,00;319352,54
24.07.2025;KKIV/20250613/000000001120365/P POS Satýþ                       /000001623760626;55243,86;374596,40
25.07.2025;585999                ,Antalya Su       ,OTM ÖDEME,241242735;-2689,91;371906,49
27.07.2025;KKIV/20250616/000000001120365/P POS Satýþ                       /000001626379094;1000,00;372906,49
27.07.2025;KKIV/20250616/000000001120365/P POS Satýþ                       /000001626379096;29461,27;402367,76
27.07.2025;KKIV/20250616/000000001120365/P POS Satýþ                       /000001626379093;36238,39;438606,15
28.07.2025;KKIV/20250617/000000001120365/P POS Satýþ                       /000001627312376;397,00;439003,15
28.07.2025;KKIV/20250617/000000001120365/P POS Satýþ                       /000001627312379;2200,00;441203,15
28.07.2025;KKIV/20250617/000000001120365/P POS Satýþ                       /000001627312386;10553,33;451756,48
28.07.2025;KKIV/20250617/000000001120365/P POS Satýþ                       /000001627312387;34465,48;486221,96
28.07.2025;KKIV/20250617/000000001120365/P POS Satýþ                       /000001627312373;37602,33;523824,29
29.07.2025;KKIV/20250618/000000001120365/P POS Satýþ                       /000001628232277;240,00;524064,29
29.07.2025;KKIV/20250618/000000001120365/P POS Satýþ                       /000001628232280;476,25;524540,54
29.07.2025;KKIV/20250618/000000001120365/P POS Satýþ                       /000001628232281;1754,00;526294,54
29.07.2025;KKIV/20250618/000000001120365/P POS Satýþ                       /000001628232279;7333,75;533628,29
29.07.2025;KKIV/20250618/000000001120365/P POS Satýþ                       /000001628232278;14249,85;547878,14
30.07.2025;KKIV/20250619/000000001120365/P POS Satýþ                       /000001629160912;818,06;548696,20
30.07.2025;KKIV/20250619/000000001120365/P POS Satýþ                       /000001629160923;1499,90;550196,10
31.07.2025;KKIV/20250620/000000001120365/P POS Satýþ                       /000001630093482;652,00;550848,10
31.07.2025;KKIV/20250620/000000001120365/P POS Satýþ                       /000001630093484;763,20;551611,30
31.07.2025;KKIV/20250620/000000001120365/P POS Satýþ                       /000001630093480;1121,50;552732,80
31.07.2025;KKIV/20250620/000000001120365/P POS Satýþ                       /000001630093481;3750,00;556482,80
