YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
   760.05.20;%20 KDV Lİ GENEL GİDERLER;FT 007392 24/02 HASAN KESKİN ADİ ORTAKLIĞI;729,17;;
336;DİĞER ÇEŞİTLİ BORÇLAR;   ;;;875,00
   336.09;ZİRAATBANK COMBO KREDİ KARTI **** 5629;FT 007392 24/02 HASAN KESKİN ADİ ORTAKLIĞI;875,00;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;875,00;875,00
;;;;;
04052-----04052-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;152,27;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;152,27;;
   191.108.01;%1 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K312025000003156 10/01 ASAT SU;25,38;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K312025000003156 10/01 ASAT SU;126,89;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;3.806,90;
760.05;GENEL GİDERLER;   ;3.806,90;;
   760.05.01;%1 KDV Lİ GENEL GİDERLER;FT K312025000003156 10/01 ASAT SU;2.538,00;;
   760.05.10;%10 KDV Lİ GENEL GİDERLER;FT K312025000003156 10/01 ASAT SU;1.268,90;;
100;KASA;   ;;;3.959,17
   100.01;NAKİT KASASI TL;FT K312025000003156 10/01 ASAT SU;3.959,17;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;3.959,17;3.959,17
;;;;;
04053-----04053-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;143,72;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;143,72;;
   191.108.01;%1 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;MF K312025000013414 10/02 ASAT SU;23,95;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;MF K312025000013414 10/02 ASAT SU;119,77;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;3.592,70;
760.05;GENEL GİDERLER;   ;3.592,70;;
   760.05.01;%1 KDV Lİ GENEL GİDERLER;MF K312025000013414 10/02 ASAT SU;2.395,00;;
   760.05.10;%10 KDV Lİ GENEL GİDERLER;MF K312025000013414 10/02 ASAT SU;1.197,70;;
100;KASA;   ;;;3.736,42
   100.01;NAKİT KASASI TL;MF K312025000013414 10/02 ASAT SU;3.736,42;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;3.736,42;3.736,42
;;;;;
04054-----04054-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;94,43;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;94,43;;
   191.108.01;%1 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K312025000024010 12/03 ASAT SU;15,74;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K312025000024010 12/03 ASAT SU;78,69;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;2.360,90;
760.05;GENEL GİDERLER;   ;2.360,90;;
   760.05.01;%1 KDV Lİ GENEL GİDERLER;FT K312025000024010 12/03 ASAT SU;1.574,00;;
   760.05.10;%10 KDV Lİ GENEL GİDERLER;FT K312025000024010 12/03 ASAT SU;786,90;;
100;KASA;   ;;;2.455,33
   100.01;NAKİT KASASI TL;FT K312025000024010 12/03 ASAT SU;2.455,33;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;2.455,33;2.455,33
;;;;;
04055-----04055-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;2.000,00;
   320.1907;FENERBAHÇE SPOR ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;MF 70117004941910 31/03 GİFT KART VİRMANI;2.000,00;;
108;DİĞER HAZIR DEĞERLER;   ;;;2.000,00
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;MF 70117004941910 31/03 GİFT KART VİRMANI;2.000,00;;
FİŞ AÇIKLAMA : ;GİFT KART VİRMANI;;;;
TOPLAM :;;;;2.000,00;2.000,00
;;;;;
04056-----04056-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
431;ORTAKLARA BORÇLAR;   ;;250.000,00;
   431.01;MEHMET ÖZKAN;MF 090513104442760 27/03 AHMET GÜNAL 3. Şahis Para Yatırma;250.000,00;;
100;KASA;   ;;;250.000,00
   100.01;NAKİT KASASI TL;MF 090513104442760 27/03 AHMET GÜNAL 3. Şahis Para Yatırma;250.000,00;;
FİŞ AÇIKLAMA : ;BANKAYA YATAN;;;;
TOPLAM :;;;;250.000,00;250.000,00
;;;;;
04057-----04057-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;822,25;
   100.01;NAKİT KASASI TL;MF 071816524642370 01/04 KREDİ KARTI ÖDEME;822,25;;
120;ALICILAR;   ;;36,00;
   120.432;YEKTA BLUE 4 RESIDANCE SİTE YÖNETİCİLİĞİ;MF 071816524642370 01/04 AÇILIŞ BAKİYE DÜZELTME;36,00;;
431;ORTAKLARA BORÇLAR;   ;;12.038,98;
   431.01;MEHMET ÖZKAN;MF 071816524642370 01/04 AÇILIŞ BAKİYE DÜZELTME;12.038,98;;
108;DİĞER HAZIR DEĞERLER;   ;;;36,00
   108.01;KREDİ KARTI SATIŞLARI;MF 071816524642370 01/04 AÇILIŞ BAKİYE DÜZELTME;36,00;;
320;SATICILAR;   ;;;12.861,23
   320.1908;ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;MF 071816524642370 01/04 KREDİ KARTI ÖDEME;822,25;;
   320.551;AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;MF 071816524642370 01/04 AÇILIŞ BAKİYE DÜZELTME;12.038,98;;
FİŞ AÇIKLAMA : ;DÜZELTME KAYDI;;;;
TOPLAM :;;;;12.897,23;12.897,23
;;;;;
04058-----04058-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;10.000,00;
   320.426;SABRİ TALAY;MF 0104 01/04 KREDİ KARTI ÖDEME;10.000,00;;
336;DİĞER ÇEŞİTLİ BORÇLAR;   ;;20.000,00;
   336.04;HALKBANK KREDİ KARTI;MF 0104 01/04 KREDİ KARTI ÖDEME İADESİ;10.000,00;;
   336.09;ZİRAATBANK COMBO KREDİ KARTI **** 5629;MF 0104 01/04 KREDİ KARTI ÖDEME;10.000,00;;
320;SATICILAR;   ;;;20.000,00
   320.167;A1 KIRTASİYE MATBAACELK.GI.TEKS.HE.EŞ.OYSAN.TİC.LTD.ŞTİ.;MF 0104 01/04 KREDİ KARTI ÖDEME İADESİ;10.000,00;;
   320.425;AKSEL DIŞ TİCARET A.Ş.;MF 0104 01/04 KREDİ KARTI ÖDEME;10.000,00;;
336;DİĞER ÇEŞİTLİ BORÇLAR;   ;;;10.000,00
   336.09;ZİRAATBANK COMBO KREDİ KARTI **** 5629;MF 0104 01/04 KREDİ KARTI ÖDEME;10.000,00;;
FİŞ AÇIKLAMA : ;DÜZELTME KAYDI;;;;
TOPLAM :;;;;30.000,00;30.000,00
;;;;;
04059-----04059-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;71,50;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;71,50;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT ET02025000000164 01/04 ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;71,50;;
689;DİĞER OLAĞANDIŞI GİDER VE ZARARLAR (-);   ;;35,75;
689.01;KANUNEN KABUL EDİLMEYEN GİDERLER;   ;35,75;;
   689.01.10;6802 sayılı Gider Vergileri Kanunu uyarınca gider yazılan özel iletişim vergisi;FT ET02025000000164 01/04 ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;35,75;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;357,50;
760.19;FENERİUM GİDERLER;   ;357,50;;
   760.19.13;% 20 KDV Lİ HABERLEŞME GİDERLERİ;FT ET02025000000164 01/04 ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;357,50;;
320;SATICILAR;   ;;;464,75
   320.1908;ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT ET02025000000164 01/04 ENTEGRA BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ;464,75;;
FİŞ AÇIKLAMA : ;FENERİUM ALIŞ;;;;
TOPLAM :;;;;464,75;464,75
;;;;;
04060-----04060-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;7.640,20;
   100.01;NAKİT KASASI TL;ZR 2276 01/04 FENERİUM Z RAPORU;7.640,20;;
108;DİĞER HAZIR DEĞERLER;   ;;32.371,40;
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;ZR 2276 01/04 FENERİUM Z RAPORU;32.371,40;;
391;HESAPLANAN KDV;   ;;;4.160,51
   391.010;% 10 HESAPLANAN KDV;ZR 2276 01/04 FENERİUM Z RAPORU;3.009,71;;
   391.020;% 20 HESAPLANAN KDV;ZR 2276 01/04 FENERİUM Z RAPORU;1.150,80;;
600;YURTİÇİ SATIŞLAR;   ;;;35.851,09
600.19;FENERİUM SATIŞLAR;   ;35.851,09;;
   600.19.10;%10 KDVLİ MALZEME SATIŞLARI;ZR 2276 01/04 FENERİUM Z RAPORU;30.097,09;;
   600.19.20;% 20 KDV Lİ MALZEME SATIŞLARI;ZR 2276 01/04 FENERİUM Z RAPORU;5.754,00;;
FİŞ AÇIKLAMA : ;FENERİUM SATIŞ;;;;
TOPLAM :;;;;40.011,60;40.011,60
;;;;;
04061-----04061-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;868,00;
   108.01;KREDİ KARTI SATIŞLARI;ZR 2951 01/04 MOBİL Z RAPORU;868,00;;
600;YURTİÇİ SATIŞLAR;   ;;;868,00
600.00;KDV SİZ SATIŞLARI;   ;868,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;ZR 2951 01/04 MOBİL Z RAPORU;868,00;;
FİŞ AÇIKLAMA : ;Z RAPORU;;;;
TOPLAM :;;;;868,00;868,00
;;;;;
04062-----04062-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;13.904,05;
   100.01;NAKİT KASASI TL;ZR 0868 01/04 MERKEZ Z RAPORU;13.904,05;;
108;DİĞER HAZIR DEĞERLER;   ;;25.798,75;
   108.01;KREDİ KARTI SATIŞLARI;ZR 0868 01/04 MERKEZ Z RAPORU;25.798,75;;
391;HESAPLANAN KDV;   ;;;3.842,76
   391.010;% 10 HESAPLANAN KDV;ZR 0868 01/04 MERKEZ Z RAPORU;383,99;;
   391.020;% 20 HESAPLANAN KDV;ZR 0868 01/04 MERKEZ Z RAPORU;3.458,77;;
600;YURTİÇİ SATIŞLAR;   ;;;35.860,04
600.00;KDV SİZ SATIŞLARI;   ;14.726,33;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;ZR 0868 01/04 MERKEZ Z RAPORU;14.726,33;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;3.839,85;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;ZR 0868 01/04 MERKEZ Z RAPORU;3.839,85;;
600.020;%20 KDV Lİ SATIŞLAR;   ;17.293,86;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;ZR 0868 01/04 MERKEZ Z RAPORU;17.293,86;;
FİŞ AÇIKLAMA : ;Z RAPORU;;;;
TOPLAM :;;;;39.702,80;39.702,80
;;;;;
04063-----04063-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;7.610,00;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113273641870 01/04 001116426 YI-EC AKPOS PES ODE 20250220;1.135,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113273641870 01/04 001116426 AX-MC AKPOS PES ODE 20250220;385,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113273641870 01/04 001116426 YI-VS AKPOS PES ODE 20250220;3.440,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113273641870 01/04 001116426 YI-DB AKPOS PES ODE 20250220;2.650,00;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;900,00;
   760.13;BANKA POS GİDERLERİ;BE 70113273641870 01/04 ÖKC BÜT.HIZ.ÜCR-001116426-01.04.2025;900,00;;
102;BANKALAR;   ;;;900,00
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113273641870 01/04 ÖKC BÜT.HIZ.ÜCR-001116426-01.04.2025;900,00;;
108;DİĞER HAZIR DEĞERLER;   ;;;7.610,00
   108.01;KREDİ KARTI SATIŞLARI;BE 70113273641870 01/04 001116426 AX-MC AKPOS PES ODE 20250220;385,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113273641870 01/04 001116426 YI-EC AKPOS PES ODE 20250220;1.135,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113273641870 01/04 001116426 YI-DB AKPOS PES ODE 20250220;2.650,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113273641870 01/04 001116426 YI-VS AKPOS PES ODE 20250220;3.440,00;;
FİŞ AÇIKLAMA : ;AKBANK;;;;
TOPLAM :;;;;8.510,00;8.510,00
;;;;;
04064-----04064-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;1.745,02;
   100.01;NAKİT KASASI TL;MF 070114253441900 01/04 ÖDENEN;1.745,02;;
320;SATICILAR;   ;;;1.745,02
   320.433;ALBA MAKİNA SAN.VE TİC.LTD.ŞTİ.;MF 070114253441900 01/04 ÖDENEN;1.745,02;;
FİŞ AÇIKLAMA : ;ÖDEMELER;;;;
TOPLAM :;;;;1.745,02;1.745,02
;;;;;
04065-----04065-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;325,50;
   760.13;BANKA POS GİDERLERİ;BE 70209324841930 01/04 6793719540 Nolu üyeye ait 25021003 referanslı Sanal POS Bedeli Komisyon BSMV Tahsilatı;15,50;;
   760.13;BANKA POS GİDERLERİ;BE 70209324841930 01/04 6793719540 Nolu üyeye ait 25021003 referanslı Sanal POS Bedeli Komisyon Tahsilatı;310,00;;
102;BANKALAR;   ;;;325,50
   102.15;ALBARAKA TR170020300002877853000017 NOLU HESAP;BE 70209324841930 01/04 6793719540 Nolu üyeye ait 25021003 referanslı Sanal POS Bedeli Komisyon BSMV Tahsilatı;15,50;;
   102.15;ALBARAKA TR170020300002877853000017 NOLU HESAP;BE 70209324841930 01/04 6793719540 Nolu üyeye ait 25021003 referanslı Sanal POS Bedeli Komisyon Tahsilatı;310,00;;
FİŞ AÇIKLAMA : ;ALBARAKA;;;;
TOPLAM :;;;;325,50;325,50
;;;;;
04066-----04066-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;9.993,80;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847184;10,00;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847186;3.300,00;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847188;933,80;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847189;2.990,00;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847185;2.760,00;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;1.300,00;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02217645 000001560485092;380,95;;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02003840 000001560485094;19,05;;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02003840 000001560485094;380,95;;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat PS080134 000001560485093;23,81;;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat PS080134 000001560485093;476,19;;
   760.13;BANKA POS GİDERLERİ;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02217645 000001560485092;19,05;;
102;BANKALAR;   ;;;1.300,00
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02217645 000001560485092;380,95;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02003840 000001560485094;380,95;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02217645 000001560485092;19,05;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat PS080134 000001560485093;23,81;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat PS080134 000001560485093;476,19;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210531241990 01/04 000000001120365 PAU1 POS Aidat 02003840 000001560485094;19,05;;
108;DİĞER HAZIR DEĞERLER;   ;;;9.993,80
   108.01;KREDİ KARTI SATIŞLARI;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847186;3.300,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847184;10,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847189;2.990,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847188;933,80;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70210531241990 01/04 BATCH VALOR ÇOZUM 19-02-2025 000000001120365 P POS Satış 01527847185;2.760,00;;
FİŞ AÇIKLAMA : ;HALKBANK;;;;
TOPLAM :;;;;11.293,80;11.293,80
;;;;;
04067-----04067-----MAHSUP-----01/04/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;53.592,62;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 3529,95 Komisyon : 0,Bloke No : 1267196853, BT: 08 03 2025, ÇT:31;3.529,95;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 769,25 Komisyon : 0,Bloke No : 1267196862, BT: 08 03 2025, ÇT:31;769,25;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 18328,78 Komisyon : 0,Bloke No : 1267196854, BT: 08 03 2025, ÇT:3;18.328,78;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 894,5 Komisyon : 0,Bloke No : 1267196865, BT: 08 03 2025, ÇT:31 0;894,50;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 601 Komisyon : 0,Bloke No : 1267196855, BT: 08 03 2025, ÇT:31 03;601,00;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 352 Komisyon : 0,Bloke No : 1267196863, BT: 08 03 2025, ÇT:31 03;352,00;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 248 Komisyon : 0,Bloke No : 1267196859, BT: 08 03 2025, ÇT:31 03;248,00;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 1585,4 Komisyon : 0,Bloke No : 1267196864, BT: 08 03 2025, ÇT:31;1.585,40;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 347,2 Komisyon : 0,Bloke No : 1267196857, BT: 08 03 2025, ÇT:31 0;347,20;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 4358,05 Komisyon : 0,Bloke No : 1267196858, BT: 08 03 2025, ÇT:31;4.358,05;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 246,4 Komisyon : 0,Bloke No : 1267196860, BT: 08 03 2025, ÇT:31 0;246,40;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 923 Komisyon : 0,Bloke No : 1267196866, BT: 08 03 2025, ÇT:31 03;923,00;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 12433,61 Komisyon : 0,Bloke No : 1267196861, BT: 08 03 2025, ÇT:3;12.433,61;;
   102.19;ZİRAAT POS HESABI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 8975,48 Komisyon : 0,Bloke No : 1267196856, BT: 08 03 2025, ÇT:31;8.975,48;;
108;DİĞER HAZIR DEĞERLER;   ;;;53.592,62
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 18328,78 Komisyon : 0,Bloke No : 1267196854, BT: 08 03 2025, ÇT:3;18.328,78;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 601 Komisyon : 0,Bloke No : 1267196855, BT: 08 03 2025, ÇT:31 03;601,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 8975,48 Komisyon : 0,Bloke No : 1267196856, BT: 08 03 2025, ÇT:31;8.975,48;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 347,2 Komisyon : 0,Bloke No : 1267196857, BT: 08 03 2025, ÇT:31 0;347,20;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 246,4 Komisyon : 0,Bloke No : 1267196860, BT: 08 03 2025, ÇT:31 0;246,40;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 12433,61 Komisyon : 0,Bloke No : 1267196861, BT: 08 03 2025, ÇT:3;12.433,61;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 769,25 Komisyon : 0,Bloke No : 1267196862, BT: 08 03 2025, ÇT:31;769,25;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 352 Komisyon : 0,Bloke No : 1267196863, BT: 08 03 2025, ÇT:31 03;352,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70215485742020 01/04 İşyeri no:000000000771359,Tutar : 4358,05 Komisyon : 0,Bloke No : 1267196858, BT: 08 03 2025, ÇT:31;4.358,05;;
