islem_tarihi,aciklama,tutar,bakiye,hesap_no,banka_adi
12.09.2025,gond:_genc_firat_turyzm_tycaret_voleybol_topu-meþalle-kalem_vb._kirtasyye_malzeme_bedely_0064-t.yþ_bankasi_a.s.,25514.2,442083.15,102.09,zi
12.09.2025,gond:_bera_turyzm_ynþaat_seyahat_tycaret_anonym_þyrkety_cari_hesap_odemesi_0134-denyzbank_a.þ.,18467.39,416568.95,102.09,zi
05.09.2025,regyocom_31/08/2025_oze2025000002292_nl_ft_regyocom_yletyþym_merkezy_anon_regyocom_yletyþym_merkezy_anonym_þyrkety_ope,6284.5,398101.56,102.09,zi
05.09.2025,gond:_torus_yapi_ady_ortakliði_alanya_ozkan_kirtasyye_cary_hesap_odemesy_0205-kuveyt_turk_katilim_bankasi_a.s.,420.0,391817.06,102.09,zi
03.09.2025,lymyt_tahsys_yenyleme_-_kredi_masraf_bsmv_tahsilaty,-346.23,391397.06,102.09,zi
03.09.2025,lymyt_tahsys_yenyleme_-_kredi_yslem_masrafy,-6924.66,391743.29,102.09,zi
02.09.2025,"matrah:_1071,43_-_bsmv_tahsilaty",-53.57,398667.95,102.09,zi
02.09.2025,0028816_-_0028840_nolu_cek_karnesi_degerli_kagyt_vergisi,-2000.0,398721.52,102.09,zi
02.09.2025,0028816_-_0028840_nolu_cek_karnesi_bedeli,-1071.43,400721.52,102.09,zi
01.09.2025,gond:_alanya_akm_eðytym_ynþaat_emlak_pazarlama_tyc.anonym_þyrkety_cary_hesaba_mahsuben_ozkan_kirtasyye_0111-qnb_bank_a.þ,500.0,401792.95,102.09,zi
01.09.2025,"0027436_no_lu_cek:þube_:_2343,_hesap_:_0050040055976192_bedeli:250.000,00tl",-250000.0,401292.95,102.09,zi
